7
125 436
132 493
99 400
127 450
111 415
107 407
99 399
0.1525 0.8475 0 1 0.14815 F 0.697953583819219
0.13 0.87 0 1 0.2963 F -1.3267567908662
0.5075 0.4925 0 1 0.59259 F 0.194971135207915
0.2875 0.7125 0 1 1.33333 F -0.187185401969593
0.7525 0.2475 0 1 1.48148 F 0.116861319574375
0.28 0.44 0.28 1 1.56743 T 1.37782790473697
0.4175 0.5825 0 1 1.62963 F 1.42547173738961
0.1 0.9 0 1 2.37037 F 0.183369282711044
0.85 0.15 0 1 2.96296 F 0.434227240440872
0.6 0.4 0 1 3.11111 F -1.21369340275809
0.395 0.605 0 1 3.14324 T 0.356044492757983
0.3475 0.6525 0 1 3.34077 T -1.18563129008058
0.3375 0.6625 0 1 3.85185 F -0.115655053857027
0.59 0.41 0 1 4.44444 F 1.5845498899255
0.345 0.655 0 1 4.59259 F -0.208401884135261
0.835 0.0825 0.0825 1 5.21653 T 1.30178634313916
0.4175 0.165 0.4175 1 5.22923 T -0.593122392496875
0.42 0.16 0.42 1 5.51843 T 0.724333233359207
0.815 0.185 0 1 5.92593 F 1.23557033789629
0.815 0.185 0 1 6.07407 F -0.798465607916608
0.1475 0.8525 0 1 6.22222 F 0.097972543067307
0.5775 0.4225 0 1 6.47873 T 1.56332309568267
0.105 0.5 0.395 1 6.59749 T 1.186426471997
0.0825 0.9175 0 1 6.66667 F 0.537492754394483
0.925 0.075 0 1 6.77932 T -0.749376105178663
0.4175 0.5825 0 1 7.11111 F -1.62514978713628
0.9175 0.0825 0 1 7.25926 F 1.18754234746548
0.36 0.64 0 1 7.5543 T -0.161598057513478
0.6275 0.3725 0 1 7.7037 F 0.265117662153933
0.275 0.725 0 1 7.85185 F -0.633698249853794
0.125 0.875 0 1 7.9554 T -0.0831922390058849
0.45 0.55 0 1 8.14815 F 0.733737532510985
0.4125 0.5875 0 1 8.52066 T 0.150551772949896
0.2375 0.7625 0 1 8.59259 F -0.290691985781757
0.6425 0.3575 0 1 8.88889 F -0.51500179779212
0.605 0.395 0 1 9.33333 F -1.02935112605609
0.28375 0.5 0.21625 1 10.05769 T 1.01447639950456
0.6175 0.3825 0 1 10.22222 F 0.852932157076123
0.1175 0.8825 0 1 10.37037 F -0.805514044454628
0.1725 0.8275 0 1 10.39873 T -0.657765362253104
0.2225 0.7775 0 1 10.51852 F 1.54291157132163
0.3425 0.6575 0 1 10.81481 F -0.496295430631404
0.4525 0.5475 0 1 11.11111 F 0.0788052702711209
0.1525 0.8475 0 1 11.64559 T 2.19390667175995
0.0875 0.9125 0 1 12 F -0.411575125008384
0.22 0.78 0 1 12.49386 T -0.45708075271053
0.3575 0.6425 0 1 12.74074 F 0.833910512737096
0.3425 0.6575 0 1 13.62963 F -0.351436352951253
0.8775 0.1225 0 1 13.92593 F 0.35667887456646
0.3225 0.6775 0 1 14.96296 F 0.146674777316946
0.8225 0.1775 0 1 15.7037 F -0.570456142682693
0.65 0.35 0 1 15.85185 F -0.135345638169949
0.1725 0.8275 0 1 16.2963 F 1.09652051487689
0.2725 0.7275 0 1 16.72132 T -0.246517609797282
0.2725 0.7275 0 1 16.74074 F -0.0690249463102251
0.1975 0.8025 0 1 18.22222 F 0.832038734731973
0.795 0.205 0 1 18.51852 F -0.100118446238902
0.7375 0.2625 0 1 18.66667 F -1.59392487820909
0.2625 0.7375 0 1 18.67299 T 0.0313562817808685
0.1275 0.8725 0 1 18.81482 F 0.198216148536641
